0,1,2,3,4,5
凶,xионг,хсиунг,шионг,сюн,xионг
凶手,xионг шоу,хсиунг шоу,шионг шооу,сюн шоу,xионг шоу
修车,xиу че,хсиу че,шиоу че,сю чэ,xиу че
袖珍,xиу жен,хсиу чен,шиоуо йен,сю чжэнь,xиу чен
悬,xуан,хсуан,шыуан,сюань,xуанн
旋转,xуан жуан,хсуан чуан,шыуан йоан,сюань чжуань,xуанн чуан
选拔,xуан ба,хсуан па,шеуан бар,сюань ба,xуанн ба
选举,xуан ю,хсуан чу,шеуан йеу,сюань цзюй,xуанн ю
学会,xуе хуи,хсуех хуи,шыуе хуеы,сюэ хуэй,xуу хуи
学员,xуе ыуан,хсуех ыуан,шыуе ыуан,сюэ юань,xуу ыуан
血管,xие гуан,хсуех куан,шиуех гоан,се гуань,xиу гуан
血液,xие ые,хсуех ыех,шиуех ыех,се е,xиу ые
循环,xун хуан,хсун хуан,шыун хуоан,сюнь хуань,xунн хуан
压迫,ыа по,ыа по,иа пох,я по,ыа по
烟花,ыан хуа,ыан хуа,иан хуа,янь хуа,ыан хуа
沿,ыан,ыан,ыан,янь,ыан
沿海,ыан хаи,ыан хаи,ыан хае,янь хай,ыан хаи
沿着,ыан жао,ыан же,ыан же,янь чжао,ыан же
研发,ыан фа,ыан фа,ыан фа,янь фа,ыан фа
眼看,ыан кан,ыан кан,ыеан канн,янь кань,ыан кан
演奏,ыан зоу,ыан цоу,ыеан тзоуо,янь цзоу,ыан цоу
宴会,ыан хуи,ыан хуи,ыанн хуеы,янь хуэй,ыан хуи
洋,ыанг,ыанг,ыанг,ян,ыанг
仰,ыанг,ыанг,ыеанг,ян,ыанг
养老,ыанг лао,ыанг лао,ыеанг лао,ян лао,ыанг лао
氧气,ыанг ки,ыанг чи,ыеанг чих,ян ци,ыанг чи
样,ыанг,ыанг,ыанк,ян,ыанг
药品,ыао пин,ыао пин,ыауо пиин,яо пинь,ыао пин
要不然,ыао бу ран,ыао пу ян,ыауо бух ран,яо бу жань,ыао бу ран
要好,ыао хао,ыао хао,ыауо хао,яо хао,ыао хао
要么,ыао ыао,ыао ме,ыауо ме,яо яо,ыао ме
要素,ыао су,ыао су,ыауо сух,яо су,ыао су
野,ые,ыех,ыее,е,ые
野生,ые шенг,ыех шенг,ыее шенг,е шэн,ые шенг
医药,ыи ыао,и ыао,и ыауо,и яо,и ыао
依次,ыи ци,и тзу,и цых,и цы,и цы
依赖,ыи лаи,и лаи,и лаы,и лай,и лаи
仪器,ыи ки,и чи,ыи чих,и ци,ыи чи
仪式,ыи ши,и ших,ыи шых,и ши,ыи ши
遗憾,ыи хан,и хан,ыи ханн,и хань,ыи хан
一番,ыи фан,и фан,ыих фан,и фань,ыи фан
一时,ыи ши,и ших,ыих шыр,и ши,ыи ши
艺人,ыи рен,и йен,ыих рен,и жэнь,ыи рен
议题,ыи ти,и ти,ыих тыи,и ти,ыи ти
异常,ыи чанг,и чанг,ыих чарнг,и чан,ыи чанг
意想不到,ыи xианг бу дао,и хсианг пу тао,ыих шеанг бух дауо,и сян бу дао,ыи xианг бу дао
意愿,ыи ыуан,и ыуан,ыих ыуанн,и юань,ыи ыуан
因,ыин,ыин,ин,инь,ыин
因素,ыин су,ыин су,ин сух,инь су,ыин су
阴谋,ыин моу,ыин моу,ин моу,инь моу,ыин моу
阴影,ыин ыинг,ыин ыинг,ин ыиинг,инь ин,ыин ыинг
音量,ыин лианг,ыин лианг,ин лианк,инь лян,ыин лиан
音像,ыин xианг,ыин хсианг,ин шианк,инь сян,ыин xианг
隐藏,ыин цанг,ыин цанг,ыиин царнг,инь цан,ыин цанг
隐私,ыин си,ыин ссу,ыиин сы,инь сы,ыин сы
印,ыин,ыин,ыинн,инь,ыин
英雄,ыинг xионг,ыинг хсиунг,инг шыонг,ин сюн,ыин xионг
迎来,ыинг лаи,ыинг лаи,ынг лаи,ин лай,ыин лаи
影迷,ыинг ми,ыинг ми,ыиинг ми,ин ми,ыинг ми
影星,ыинг xинг,ыинг хсинг,ыиинг шинг,ин син,ыинг xинг
应对,ыинг дуи,ыинг туи,ыинк дуеы,ин дуй,ыинг дуи
应急,ыинг йи,ыинг чи,ыинк йыи,ин цзи,ыинг йи
用得着,ыонг де жао,ыунг де чао,ыонк де яур,юн дэ чжао,ыонг де чао
用法,ыонг фа,ыунг фа,ыонк фаа,юн фа,ыонг фа
用品,ыонг пин,ыунг пин,ыонк пиин,юн пинь,ыонг пин
用心,ыонг xин,ыунг хсин,ыонк шин,юн синь,ыонг xин
优质,ыоу жи,ыу чих,иоу йых,ю чжи,ыо чих
游人,ыоу рен,ыу йен,ыоу рен,ю жэнь,ыо рен
游玩,ыоу уоан,ыу уоан,ыоу уоан,ю вань,ыо уоан
游戏机,ыоу xи йи,ыу хси чи,ыоу ших йи,ю си цзи,ыо xи йи
游行,ыоу xинг,ыу хсинг,ыоу шынг,ю син,ыо xинг
有关,ыоу гуан,ыу куан,ыеоу гуан,ю гуань,ыо гуан
有没有,ыоу меи ыоу,ыу меи ыу,ыеоу меи ыеоу,ю мэй ю,ыо меи ыо
有事,ыоу ши,ыу ших,ыеоу шых,ю ши,ыо ши
于,ыу,ыу,ыу,юй,ыу
娱乐,ыу ле,ыу ле,ыу лех,юй лэ,ыу ле
愉快,ыу куаи,ыу куаи,ыу куаы,юй куай,ыу куаи
与,ыу,ыу,ыеу,юй,ыу
宇航员,ыу ханг ыуан,ыу ханг ыуан,ыеу харнг ыуан,юй хан юань,ыу ханг ыуан
雨衣,ыу ыи,ыу и,ыеу и,юй и,ыу и
预约,ыу ыуе,ыу ыуех,ыух иуе,юй юэ,ыу ыуе
元素,ыуан су,ыуан су,ыуан сух,юань су,ыуан су
园,ыуан,ыуан,ыуан,юань,ыуан
园地,ыуан ди,ыуан ти,ыуан дих,юань ди,ыуан ди
原,ыуан,ыуан,ыуан,юань,ыуан
原告,ыуан гао,ыуан као,ыуан гауо,юань гао,ыуан гао
原谅,ыуан лианг,ыуан лианг,ыуан лианк,юань лян,ыуан лиан
圆珠笔,ыуан жу би,ыуан чу пи,ыуан ю бии,юань чжу би,ыуан чу би
援助,ыуан жу,ыуан чу,ыуан юх,юань чжу,ыуан чу
缘故,ыуан гу,ыуан ку,ыуан гух,юань гу,ыуан гу
远方,ыуан фанг,ыуан фанг,ыеуан фанг,юань фан,ыуан фанг
远离,ыуан ли,ыуан ли,ыеуан ли,юань ли,ыуан ли
远远,ыуан ыуан,ыуан ыуан,ыеуан ыеуан,юань юань,ыуан ыуан
约定,ыуе динг,ыуех тинг,иуе динк,юэ дин,ыуе динг
乐曲,ле ку,ыуех чу,ыуех чеу,лэ цюй,лу чу
晕,ыун,ыун,иун,юнь,ыун
允许,ыун xу,ыун хсу,ыеун шеу,юнь сюй,ыун xуу
运作,ыун зуо,ыун цо,ыунн тзуох,юнь цзо,ыун цзо
晕车,ыун че,ыун че,ыунн че,юнь чэ,ыун че
杂,за,ца,тзар,цза,ца
再生,заи шенг,цаи шенг,тзаы шенг,цзай шэн,цаи шенг
再说,заи шуо,цаи шуо,тзаы шуо,цзай шо,цаи шуо
遭到,зао дао,цао тао,тзау дауо,цзао дао,цао дао
遭受,зао шоу,цао шоу,тзау шоуо,цзао шоу,цао шоу
遭遇,зао ыу,цао ыу,тзау ыух,цзао юй,цао ыу
早晚,зао уоан,цао уоан,тзао уооан,цзао вань,цао уоан
增进,зенг йин,ценг чин,тзенг йинн,цзэн цзинь,ценг йин
增值,зенг жи,ценг чих,тзенг йыр,цзэн чжи,ценг чи
扎,жа,ча,я,чжа,ча
扎实,жа ши,ча ши,я ши,чжа ши,ча ши
炸,жа,ча,ях,чжа,ча
炸弹,жа дан,ча тан,ях данн,чжа дань,ча дан
炸药,жа ыао,ча ыао,ях ыауо,чжа яо,ча ыао
债,жаи,чаи,яы,чжай,чаи
占据,жан ю,чан чу,янн йиух,чжань цзюй,чан ю
战场,жан чанг,чан чанг,янн чаанг,чжань чан,чан чанг
战术,жан жу,чан шу,янн шух,чжань чжу,чан шу
战友,жан ыоу,чан ыу,янн ыеоу,чжань ю,чан ыо
站台,жан таи,чан таи,янн таир,чжань тай,чан таи
章,жанг,чанг,янг,чжан,чанг
长,чанг,чанг,яанг,чан,чанг
掌声,жанг шенг,чанг шенг,яанг шенг,чжан шэн,чанг шенг
账,жанг,чанг,янк,чжан,чанг
账户,жанг ху,чанг ху,янк хух,чжан ху,чанг ху
涨,жанг,чанг,яанг,чжан,чанг
障碍,жанг аи,чанг аи,янк аы,чжан ай,чанг аи
招,жао,чао,яу,чжао,чао
招聘,жао пин,чао пин,яу пинн,чжао пинь,чао пин
照样,жао ыанг,чао ыанг,яуо ыанк,чжао ян,чао ыанг
照耀,жао ыао,чао ыао,яуо ыауо,чжао яо,чао ыао
哲学,же xуе,че хсуех,йер шыуе,чжэ сюэ,че xуу
这就是说,же йиу ши шуо,че чиу ших шуо,йех йиоуо шых шуо,чжэ цзю ши шо,че йиу ши шуо
镇,жен,чен,йенн,чжэнь,чен
争夺,женг дуо,ченг то,йенг дуоо,чжэн до,ченг дуо
整顿,женг дун,ченг тун,йеенг дуенн,чжэн дунь,ченг дун
整治,женг жи,ченг чих,йеенг йых,чжэн чжи,ченг чих
正当,женг данг,ченг танг,йенк данг,чжэн дан,ченг данг
政策,женг це,ченг це,йенк цех,чжэн цэ,ченг це
政党,женг данг,ченг танг,йенк даанг,чжэн дан,ченг данг
政权,женг куан,ченг чуан,йенк чыуан,чжэн цюань,ченг чуан
症状,женг жуанг,ченг чуанг,йенк юанк,чжэн чжуан,ченг чуанг
之类,жи леи,чих леи,йы леы,чжи лэй,чи леи
支撑,жи ченг,чих ченг,йы ченг,чжи чэн,чи ченг
支援,жи ыуан,чих ыуан,йы ыуан,чжи юань,чи ыуан
枝,жи,чих,йы,чжи,чи
知名,жи минг,чих минг,йы минг,чжи мин,чи минг
织,жи,чих,йы,чжи,чи
直升机,жи шенг йи,чих шенг чи,йыр шенг йи,чжи шэн цзи,чи шенг йи
职责,жи зе,чих це,йыр тзер,чжи цзэ,чи це
止,жи,чих,йыы,чжи,чи
只得,жи де,чих те,йыы дер,чжи дэ,чи де
只顾,жи гу,чих ку,йыы гух,чжи гу,чи гу
只管,жи гуан,чих куан,йыы гоан,чжи гуань,чи гуан
指定,жи динг,чих тинг,йыы динк,чжи дин,чи динг
指数,жи шу,чих шу,йыы шух,чжи шу,чи шу
指头,жи тоу,чих тоу,йыы тоу,чжи тоу,чи тоу
指着,жи жао,жиже,жиже,чжи чжао,жиж  
至于,жи ыу,чих ыу,йых ыу,чжи юй,чих ыу
治病,жи бинг,чих пинг,йых бинк,чжи бин,чих бинг
智慧,жи хуи,чих хуи,йых хуеы,чжи хуэй,чих хуи
中等,жонг денг,чунг тенг,йонг деенг,чжун дэн,чонг денг
