Chinese,Pinyin,Wade-Giles,Romatzyh,Palladiy
内地,nei di,nei⁴ ti⁴,ney dih,нэй ди
内外,nei wai,nei⁴ wai⁴,ney way,нэй вай
内衣,nei yi,nei⁴ i¹,ney i,нэй и
能否,neng fou,neng² fou³,neng foou,нэн фоу
泥,ni,ni²,ni,ни
扭,niu,niu³,neou,ню
排行榜,pai xing bang,p'ai² hang² pang³,pair harng baang,пай син бан
派出,pai chu,p'ai⁴ ch'u¹,pay chu,пай чу
判,pan,p'an⁴,pann,пань
盼望,pan wang,p'an⁴ wang⁴,pann wanq,пань ван
陪同,pei tong,p'ei² t'ung²,peir torng,пэй тун
配置,pei zhi,p'ei⁴ chih⁴,pey jyh,пэй чжи
皮球,pi qiu,p'i² ch'iu²,pyi chyou,пи цю
偏,pian,p'ien¹,pian,пянь
贫困,pin kun,p'in² k'un⁴,pyn kuenn,пинь кунь
品牌,pin pai,p'in³ p'ai²,piin pair,пинь пай
聘请,pin qing,p'in⁴ ch'ing³,pinn chiing,пинь цин
平凡,ping fan,p'ing² fan²,pyng farn,пин фань
平方米,ping fang mi,p'ing² fang¹ mi³,pyng fang mii,пин фан ми
平衡,ping heng,p'ing² heng²,pyng herng,пин хэн
平台,ping tai,p'ing² t'ai²,pyng tair,пин тай
评,ping,p'ing²,pyng,пин
评选,ping xuan,p'ing² hsüan³,pyng sheuan,пин сюань
屏幕,ping mu,p'ing² mu⁴,pyng muh,пин му
坡,po,p'o¹,po,по
扑,pu,p'u¹,pu,пу
铺,pu,p'u¹,pu,пу
欺负,qi fu,ch'i¹ fu,chi fu,ци фу
奇妙,qi miao,ch'i² miao⁴,chyi miaw,ци мяо
企图,qi tu,ch'i³ t'u²,chii twu,ци ту
起点,qi dian,ch'i³ tien³,chii dean,ци дянь
起诉,qi su,ch'i³ su⁴,chii suh,ци су
气氛,qi fen,ch'i⁴ fen¹,chih fen,ци фэнь
恰当,qia dang,ch'ia⁴ tang⁴,chiah danq,ця дан
恰好,qia hao,ch'ia⁴ hao³,chiah hao,ця хао
恰恰,qia qia,ch'ia⁴ ch'ia⁴,chiah chiah,ця ця
牵,qian,ch'ien¹,chian,цянь
铅笔,qian bi,ch'ien¹ pi³,chian bii,цянь би
谦虚,qian xu,ch'ien¹ hsü¹,chian shiu,цянь сюй
前方,qian fang,ch'ien² fang¹,chyan fang,цянь фан
前来,qian lai,ch'ien² lai²,chyan lai,цянь лай
潜力,qian li,ch'ien² li⁴,chyan lih,цянь ли
强盗,qiang dao,ch'iang² tao⁴,chyang daw,цян дао
强化,qiang hua,ch'iang² hua⁴,chyang huah,цян хуа
强势,qiang shi,ch'iang² shih⁴,chyang shyh,цян ши
强壮,qiang zhuang,ch'iang² chuang⁴,chyang juanq,цян чжуан
桥梁,qiao liang,ch'iao² liang²,chyau liang,цяо лян
巧妙,qiao miao,ch'iao³ miao⁴,cheau miaw,цяо мяо
茄子,qie zi,ch'ieh² zi,chye zi,це цзы
切实,qie shi,ch'ieh⁴ shih²,chieh shyr,це ши
侵犯,qin fan,ch'in¹ fan⁴,chin fann,цинь фань
亲属,qin shu,ch'in¹ shu³,chin shuu,цинь шу
亲眼,qin yan,ch'in¹ yan³,chin yean,цинь янь
倾向,qing xiang,ch'ing¹ hsiang⁴,ching shianq,цин сян
清,qing,ch'ing¹,ching,цин
清洁,qing jie,ch'ing¹ chieh²,ching jye,цин цзе
清洁工,qing jie gong,ch'ing¹ chieh² kung¹,ching jye gong,цин цзе гун
清明节,qing ming jie,ch'ing¹ ming² chieh²,ching ming jye,цин мин цзе
清洗,qing xi,ch'ing¹ hsi³,ching shii,цин си
情绪,qing xu,ch'ing² hsü⁴,chyng shiuh,цин сюй
求职,qiu zhi,ch'iu² chih²,chyou jyr,цю чжи
球拍,qiu pai,ch'iu² p'ai¹,chyou pai,цю пай
球星,qiu xing,ch'iu² hsing¹,chyou shing,цю син
球员,qiu yuan,ch'iu² yüan²,chyou yuan,цю юань
区分,qu fen,ch'ü¹ fen¹,chiu fen,цюй фэнь
渠道,qu dao,ch'ü² tao⁴,chyu daw,цюй дао
取款,qu kuan,ch'ü³ k'uan³,cheu koan,цюй куань
取款机,qu kuan ji,ch'ü³ k'uan³ chi¹,cheu koan ji,цюй куань цзи
去掉,qu diao,ch'ü⁴ tiao⁴,chiuh diaw,цюй дяо
权,quan,ch'üan²,chyuan,цюань
权力,quan li,ch'üan² li⁴,chyuan lih,цюань ли
全力,quan li,ch'üan² li⁴,chyuan lih,цюань ли
全新,quan xin,ch'üan² hsin¹,chyuan shin,цюань синь
券,quan,ch'üan⁴,chiuann,цюань
缺陷,que xian,ch'üeh¹ hsien⁴,chiue shiann,цюэ сянь
却是,que shi,ch'üeh⁴ shih⁴,chiueh shyh,цюэ ши
让座,rang zuo,jang⁴ tso⁴,ranq tzuoh,жан цзо
热点,re dian,je⁴ tien³,reh dean,жэ дянь
热水,re shui,je⁴ shui³,reh shoei,жэ шуй
热水器,re shui qi,je⁴ shui³ ch'i⁴,reh shoei chih,жэ шуй ци
热线,re xian,je⁴ hsien⁴,reh shiann,жэ сянь
人权,ren quan,jen² ch'üan²,ren chyuan,жэнь цюань
认同,ren tong,jen⁴ t'ung²,renn torng,жэнь тун
日夜,ri ye,jih⁴ yeh⁴,ryh yeh,жи е
日语,ri yu,jih⁴ yü³,ryh yeu,жи юй
融合,rong he,jung² ho²,rong her,жун хэ
融入,rong ru,jung² ju⁴,rong ruh,жун жу
如,ru,ju²,ru,жу
如一,ru yi,ju² i¹,ru i,жу и
乳制品,ru zhi pin,ju³ chih⁴ p'in³,ruu jyh piin,жу чжи пинь
入,ru,ju⁴,ruh,жу
入学,ru xue,ju⁴ hsüeh²,ruh shyue,жу сюэ
若,ruo,jo⁴,ruoh,жо
塞,sai,sai¹,sai,сай
赛,sai,sai⁴,say,сай
赛场,sai chang,sai⁴ ch'ang³,say chaang,сай чан
三明治,san ming zhi,san¹ ming² chih⁴,san ming jyh,сань мин чжи
丧失,sang shi,sang⁴ shih¹,sanq shy,сан ши
山峰,shan feng,shan¹ feng¹,shan feng,шань фэн
山谷,shan gu,shan¹ ku³,shan guu,шань гу
山坡,shan po,shan¹ p'o¹,shan po,шань по
伤口,shang kou,shang¹ k'ou³,shang koou,шан коу
伤亡,shang wang,shang¹ wang²,shang wang,шан ван
伤员,shang yuan,shang¹ yüan²,shang yuan,шан юань
商城,shang cheng,shang¹ ch'eng²,shang cherng,шан чэн
上当,shang dang,shang⁴ tang⁴,shanq danq,шан дан
上帝,shang di,shang⁴ ti⁴,shanq dih,шан ди
上市,shang shi,shang⁴ shih⁴,shanq shyh,шан ши
上台,shang tai,shang⁴ t'ai²,shanq tair,шан тай
上演,shang yan,shang⁴ yan³,shanq yean,шан янь
勺,shao,shao²,shaur,шао
少儿,shao er,shao⁴ erh²,shaw erl,шао эр
舌头,she tou,she² tou,sher tou,шэ тоу
设计师,she ji shi,she⁴ chi⁴ shih¹,sheh jih shy,шэ цзи ши
涉及,she ji,she⁴ chi²,sheh jyi,шэ цзи
深化,shen hua,shen¹ hua⁴,shen huah,шэнь хуа
深深,shen shen,shen¹ shen¹,shen shen,шэнь шэнь
审查,shen cha,shen³ ch'a²,sheen char,шэнь ча
升级,sheng ji,sheng¹ chi²,sheng jyi,шэн цзи
升学,sheng xue,sheng¹ hsüeh²,sheng shyue,шэн сюэ
升值,sheng zhi,sheng¹ chih²,sheng jyr,шэн чжи
生活费,sheng huo fei,sheng¹ huo² fei⁴,sheng hwo fey,шэн хо фэй
省钱,sheng qian,sheng³ ch'ien²,sheeng chyan,шэн цянь
圣诞节,sheng dan jie,sheng⁴ tan⁴ chieh²,shenq dann jye,шэн дань цзе
盛行,sheng xing,sheng⁴ hsing²,shenq shyng,шэн син
师父,shi fu,shih¹ fu,shy fu,ши фу
师生,shi sheng,shih¹ sheng¹,shy sheng,ши шэн
时而,shi er,shih² erh²,shyr erl,ши эр
时节,shi jie,shih² chieh²,shyr jye,ши цзе
时期,shi qi,shih² ch'i¹,shyr chi,ши ци
时时,shi shi,shih² shih²,shyr shyr,ши ши
时装,shi zhuang,shih² chuang¹,shyr juang,ши чжуан
识,shi,shih²,shyr,ши
识字,shi zi,shih² tzu⁴,shyr tzyh,ши цзы
实践,shi jian,shih² chien⁴,shyr jiann,ши цзянь
食欲,shi yu,shih² yü⁴,shyr yuh,ши юй
市民,shi min,shih⁴ min²,shyh min,ши минь
事后,shi hou,shih⁴ hou⁴,shyh how,ши хоу
试点,shi dian,shih⁴ tien³,shyh dean,ши дянь
适当,shi dang,shih⁴ tang⁴,shyh danq,ши дан
收藏,shou cang,shou¹ ts'ang²,shou tsarng,шоу цан
收取,shou qu,shou¹ ch'ü³,shou cheu,шоу цюй
收养,shou yang,shou¹ yang³,shou yeang,шоу ян
手续费,shou xu fei,shou³ hsü⁴ fei⁴,shoou shiuh fey,шоу сюй фэй
首,shou,shou³,shoou,шоу
首次,shou ci,shou³ tz'u⁴,shoou tsyh,шоу цы
首脑,shou nao,shou³ nao³,shoou nao,шоу нао
首席,shou xi,shou³ hsi²,shoou shyi,шоу си
首相,shou xiang,shou³ hsiang⁴,shoou shianq,шоу сян
书房,shu fang,shu¹ fang²,shu farng,шу фан
薯片,shu pian,shu³ p'ien⁴,shuu piann,шу пянь
薯条,shu tiao,shu³ t'iao²,shuu tyau,шу тяо
双打,shuang da,shuang¹ ta³,shuang daa,шуан да
爽,shuang,shuang³,shoang,шуан
水泥,shui ni,shui³ ni²,shoei ni,шуй ни
税,shui,shui⁴,shuey,шуй
顺,shun,shun⁴,shuenn,шунь
说明书,shuo ming shu,shuo¹ ming² shu¹,shuo ming shu,шо мин шу
说实话,shuo shi hua,shuo¹ shih² hua⁴,shuo shyr huah,шо ши хуа
司长,si chang,ssu¹ chang³,sy jaang,сы чан
死亡,si wang,ssu³ wang²,syy wang,сы ван
四处,si chu,ssu⁴ ch'u⁴,syh chuh,сы чу
寺,si,ssu⁴,syh,сы
送礼,song li,sung⁴ li³,sonq lii,сун ли
送行,song xing,sung⁴ hsing²,sonq shyng,сун син
素质,su zhi,su⁴ chih⁴,suh jyh,су чжи
算了,suan le,suan⁴ le,suann le,суань лэ
算是,suan shi,suan⁴ shih⁴,suann shyh,суань ши
虽,sui,sui¹,suei,суй
所,suo,so³,suoo,со
踏实,ta shi,t'a¹ shi,ta shi,та ши
塔,ta,t'a³,taa,та
台灯,tai deng,t'ai² teng¹,tair deng,тай дэн
太阳能,tai yang neng,t'ai⁴ yang² neng²,tay yang neng,тай ян нэн
叹气,tan qi,t'an⁴ ch'i⁴,tann chih,тань ци
探索,tan suo,t'an⁴ so³,tann suoo,тань со
探讨,tan tao,t'an⁴ t'ao³,tann tao,тань тао
趟,tang,t'ang⁴,tanq,тан
掏,tao,t'ao¹,tau,тао
特,te,t'e⁴,teh,тэ
特大,te da,t'e⁴ ta⁴,teh dah,тэ да
特地,te di,t'e⁴ ti⁴,teh dih,тэ ди
特快,te kuai,t'e⁴ k'uai⁴,teh kuay,тэ куай
特意,te yi,t'e⁴ i⁴,teh yih,тэ и
疼痛,teng tong,t'eng² t'ung⁴,terng tonq,тэн тун
踢,ti,t'i¹,ti,ти
提交,ti jiao,t'i² chiao¹,tyi jiau,ти цзяо
提升,ti sheng,t'i² sheng¹,tyi sheng,ти шэн
天然,tian ran,t'ien¹ jan²,tian ran,тянь жань
天堂,tian tang,t'ien¹ t'ang²,tian tarng,тянь тан
天下,tian xia,t'ien¹ hsia⁴,tian shiah,тянь ся
添,tian,t'ien¹,tian,тянь
田,tian,t'ien²,tyan,тянь
田径,tian jing,t'ien² ching⁴,tyan jinq,тянь цзин
跳水,tiao shui,t'iao⁴ shui³,tiaw shoei,тяо шуй
听取,ting qu,t'ing¹ ch'ü³,ting cheu,тин цюй
通报,tong bao,t'ung¹ pao⁴,tong baw,тун бао
通道,tong dao,t'ung¹ tao⁴,tong daw,тун дао
通红,tong hong,t'ung¹ hung²,tong horng,тун хун
通话,tong hua,t'ung¹ hua⁴,tong huah,тун хуа
通行,tong xing,t'ung¹ hsing²,tong shyng,тун син
通讯,tong xun,t'ung¹ hsün⁴,tong shiunn,тун сюнь
同,tong,t'ung²,torng,тун
同胞,tong bao,t'ung² pao¹,torng bau,тун бао
同行,tong xing,t'ung² hang²,torng harng,тун син
同期,tong qi,t'ung² ch'i¹,torng chi,тун ци
同一,tong yi,t'ung² i¹,torng i,тун и
铜牌,tong pai,t'ung² p'ai²,torng pair,тун пай
头疼,tou teng,t'ou² t'eng²,tour terng,тоу тэн
投票,tou piao,t'ou² p'iao⁴,tour piaw,тоу пяо
透露,tou lu,t'ou⁴ lu⁴,tow luh,тоу лу
图书,tu shu,t'u² shu¹,twu shu,ту шу
徒弟,tu di,t'u² ti⁴,twu dih,ту ди
途径,tu jing,t'u² ching⁴,twu jinq,ту цзин
土,tu,t'u³,tuu,ту
团队,tuan dui,t'uan² tui⁴,twan duey,туань дуй
推出,tui chu,t'ui¹ ch'u¹,tuei chu,туй чу
退票,tui piao,t'ui⁴ p'iao⁴,tuey piaw,туй пяо
吞,tun,t'un¹,tuen,тунь
托,tuo,t'o¹,tuo,то
拖,tuo,t'o¹,tuo,то
拖鞋,tuo xie,t'o¹ hsieh²,tuo shye,то се
挖,wa,wa¹,ua,ва
娃娃,wa wa,wa² wa,wa wa,ва ва
外币,wai bi,wai⁴ pi⁴,way bih,вай би
外部,wai bu,wai⁴ pu⁴,way buh,вай бу
外出,wai chu,wai⁴ ch'u¹,way chu,вай чу
外观,wai guan,wai⁴ kuan¹,way guan,вай гуань
外科,wai ke,wai⁴ k'o¹,way ke,вай кэ
外来,wai lai,wai⁴ lai²,way lai,вай лай
外头,wai tou,wai⁴ tou,way tou,вай тоу
外衣,wai yi,wai⁴ i¹,way i,вай и
外资,wai zi,wai⁴ tzu¹,way tzy,вай цзы
弯曲,wan qu,wan¹ ch'ü¹,uan chiu,вань цюй
顽皮,wan pi,wan² p'i²,wan pyi,вань пи
顽强,wan qiang,wan² ch'iang²,wan chyang,вань цян
王后,wang hou,wang² hou⁴,wang how,ван хоу
王子,wang zi,wang² tzu³,wang tzyy,ван цзы
网吧,wang ba,wang³ pa¹,woang ba,ван ба
网页,wang ye,wang³ yeh⁴,woang yeh,ван е
往后,wang hou,wang³ hou⁴,woang how,ван хоу
往来,wang lai,wang³ lai²,woang lai,ван лай
往年,wang nian,wang³ nien²,woang nian,ван нянь
望见,wang jian,wang⁴ chien⁴,wanq jiann,ван цзянь
危机,wei ji,wei¹ chi¹,uei ji,вэй цзи
威胁,wei xie,wei¹ hsieh²,uei shye,вэй се
微波炉,wei bo lu,wei¹ po¹ lu²,uei bo lu,вэй бо лу
维生素,wei sheng su,wei² sheng¹ su⁴,wei sheng suh,вэй шэн су
为此,wei ci,wei⁴ tz'u³,wey tsyy,вэй цы
为何,wei he,wei⁴ ho²,wey her,вэй хэ
文娱,wen yu,wen² yü²,wen yu,вэнь юй
卧铺,wo pu,wo⁴ p'u⁴,woh puh,во пу
乌云,wu yun,wu¹ yün²,u yun,у юнь
无边,wu bian,wu² pien¹,wu bian,у бянь
无关,wu guan,wu² kuan¹,wu guan,у гуань
无效,wu xiao,wu² hsiao⁴,wu shiaw,у сяо
舞蹈,wu dao,wu³ tao³,wuu dao,у дао
物品,wu pin,wu⁴ p'in³,wuh piin,у пинь
误,wu,wu⁴,wuh,у
西班牙语,xi ban ya yu,hsi¹ pan¹ ya² yü³,shi ban ya yeu,си бань я юй
吸毒,xi du,hsi¹ tu²,shi dwu,си ду
牺牲,xi sheng,hsi¹ sheng¹,shi sheng,си шэн
洗衣粉,xi yi fen,hsi³ i¹ fen³,shii i feen,си и фэнь
戏曲,xi qu,hsi⁴ ch'ü³,shih cheu,си цюй
细胞,xi bao,hsi⁴ pao¹,shih bau,си бао
细菌,xi jun,hsi⁴ chün¹,shih jiun,си цзюнь
先锋,xian feng,hsien¹ feng¹,shian feng,сянь фэн
嫌,xian,hsien²,shyan,сянь
显出,xian chu,hsien³ ch'u¹,shean chu,сянь чу
险,xian,hsien³,shean,сянь
线路,xian lu,hsien⁴ lu⁴,shiann luh,сянь лу
陷入,xian ru,hsien⁴ ju⁴,shiann ruh,сянь жу
响声,xiang sheng,hsiang³ sheng¹,sheang sheng,сян шэн
消耗,xiao hao,hsiao¹ hao⁴,shiau haw,сяо хао
消灭,xiao mie,hsiao¹ mieh⁴,shiau mieh,сяо ме
小费,xiao fei,hsiao³ fei⁴,sheau fey,сяо фэй
小麦,xiao mai,hsiao³ mai⁴,sheau may,сяо май
小于,xiao yu,hsiao³ yü²,sheau yu,сяо юй
笑脸,xiao lian,hsiao⁴ lien³,shiaw lean,сяо лянь
笑容,xiao rong,hsiao⁴ jung²,shiaw rong,сяо жун
笑声,xiao sheng,hsiao⁴ sheng¹,shiaw sheng,сяо шэн
协会,xie hui,hsieh² hui⁴,shye huey,се хуэй
协商,xie shang,hsieh² shang¹,shye shang,се шан
协调,xie diao,hsieh² t'iao²,shye tyau,се дяо
协助,xie zhu,hsieh² chu⁴,shye juh,се чжу
写字楼,xie zi lou,hsieh³ tzu⁴ lou²,shiee tzyh lou,се цзы лоу
写字台,xie zi tai,hsieh³ tzu⁴ t'ai²,shiee tzyh tair,се цзы тай
心灵,xin ling,hsin¹ ling²,shin ling,синь лин
心愿,xin yuan,hsin¹ yüan⁴,shin yuann,синь юань
心脏,xin zang,hsin¹ tsang⁴,shin tzanq,синь цзан
心脏病,xin zang bing,hsin¹ tsang⁴ ping⁴,shin tzanq binq,синь цзан бин
新人,xin ren,hsin¹ jen²,shin ren,синь жэнь
新兴,xin xing,hsin¹ hsing¹,shin shing,синь син
信仰,xin yang,hsin⁴ yang³,shinn yeang,синь ян
信用,xin yong,hsin⁴ yung⁴,shinn yonq,синь юн
兴旺,xing wang,hsing¹ wang⁴,shing wanq,син ван
行程,xing cheng,hsing² ch'eng²,shyng cherng,син чэн
形,xing,hsing²,shyng,син
凶,xiong,hsiung¹,shiong,сюн
凶手,xiong shou,hsiung¹ shou³,shiong shoou,сюн шоу
修车,xiu che,hsiu¹ ch'e¹,shiou che,сю чэ
袖珍,xiu zhen,hsiu⁴ chen¹,shiow jen,сю чжэнь
悬,xuan,hsüan²,shyuan,сюань
旋转,xuan zhuan,hsüan² chuan³,shyuan joan,сюань чжуань
选拔,xuan ba,hsüan³ pa²,sheuan bar,сюань ба
选举,xuan ju,hsüan³ chü³,sheuan jeu,сюань цзюй
学会,xue hui,hsüeh² hui⁴,shyue huey,сюэ хуэй
学员,xue yuan,hsüeh² yüan²,shyue yuan,сюэ юань
血管,xie guan,hsüeh⁴ kuan³,shiueh goan,се гуань
血液,xie ye,hsüeh⁴ yeh⁴,shiueh yeh,се е
循环,xun huan,hsün² huan²,shyun hwan,сюнь хуань
压迫,ya po,ya¹ p'o⁴,ia poh,я по
烟花,yan hua,yan¹ hua¹,ian hua,янь хуа
沿,yan,yan²,yan,янь
沿海,yan hai,yan² hai³,yan hae,янь хай
沿着,yan zhao,yan² zhe,yan zhe,янь чжао
研发,yan fa,yan² fa¹,yan fa,янь фа
眼看,yan kan,yan³ k'an⁴,yean kann,янь кань
演奏,yan zou,yan³ tsou⁴,yean tzow,янь цзоу
宴会,yan hui,yan⁴ hui⁴,yann huey,янь хуэй
洋,yang,yang²,yang,ян
仰,yang,yang³,yeang,ян
养老,yang lao,yang³ lao³,yeang lao,ян лао
氧气,yang qi,yang³ ch'i⁴,yeang chih,ян ци
样,yang,yang⁴,yanq,ян
药品,yao pin,yao⁴ p'in³,yaw piin,яо пинь
要不然,yao bu ran,yao⁴ pu⁴ jan²,yaw buh ran,яо бу жань
要好,yao hao,yao⁴ hao³,yaw hao,яо хао
要么,yao yao,yao⁴ me,yaw me,яо яо
要素,yao su,yao⁴ su⁴,yaw suh,яо су
野,ye,yeh³,yee,е
野生,ye sheng,yeh³ sheng¹,yee sheng,е шэн
医药,yi yao,i¹ yao⁴,i yaw,и яо
依次,yi ci,i¹ tz'u⁴,i tsyh,и цы
依赖,yi lai,i¹ lai⁴,i lay,и лай
仪器,yi qi,i² ch'i⁴,yi chih,и ци
仪式,yi shi,i² shih⁴,yi shyh,и ши
遗憾,yi han,i² han⁴,yi hann,и хань
一番,yi fan,i⁴ fan¹,yih fan,и фань
一时,yi shi,i⁴ shih²,yih shyr,и ши
艺人,yi ren,i⁴ jen²,yih ren,и жэнь
议题,yi ti,i⁴ t'i²,yih tyi,и ти
异常,yi chang,i⁴ ch'ang²,yih charng,и чан
意想不到,yi xiang bu dao,i⁴ hsiang³ pu⁴ tao⁴,yih sheang buh daw,и сян бу дао
意愿,yi yuan,i⁴ yüan⁴,yih yuann,и юань
因,yin,yin¹,in,инь
因素,yin su,yin¹ su⁴,in suh,инь су
阴谋,yin mou,yin¹ mou²,in mou,инь моу
阴影,yin ying,yin¹ ying³,in yiing,инь ин
音量,yin liang,yin¹ liang⁴,in lianq,инь лян
音像,yin xiang,yin¹ hsiang⁴,in shianq,инь сян
隐藏,yin cang,yin³ ts'ang²,yiin tsarng,инь цан
隐私,yin si,yin³ ssu¹,yiin sy,инь сы
印,yin,yin⁴,yinn,инь
英雄,ying xiong,ying¹ hsiung²,ing shyong,ин сюн
迎来,ying lai,ying² lai²,yng lai,ин лай
影迷,ying mi,ying³ mi²,yiing mi,ин ми
影星,ying xing,ying³ hsing¹,yiing shing,ин син
应对,ying dui,ying⁴ tui⁴,yinq duey,ин дуй
应急,ying ji,ying⁴ chi²,yinq jyi,ин цзи
用得着,yong de zhao,yung⁴ de chao²,yonq de jaur,юн дэ чжао
用法,yong fa,yung⁴ fa³,yonq faa,юн фа
用品,yong pin,yung⁴ p'in³,yonq piin,юн пинь
用心,yong xin,yung⁴ hsin¹,yonq shin,юн синь
优质,you zhi,yu¹ chih⁴,iou jyh,ю чжи
游人,you ren,yu² jen²,you ren,ю жэнь
游玩,you wan,yu² wan²,you wan,ю вань
游戏机,you xi ji,yu² hsi⁴ chi¹,you shih ji,ю си цзи
游行,you xing,yu² hsing²,you shyng,ю син
有关,you guan,yu³ kuan¹,yeou guan,ю гуань
有没有,you mei you,yu³ mei² yu³,yeou mei yeou,ю мэй ю
有事,you shi,yu³ shih⁴,yeou shyh,ю ши
于,yu,yü²,yu,юй
娱乐,yu le,yü² le⁴,yu leh,юй лэ
愉快,yu kuai,yü² k'uai⁴,yu kuay,юй куай
与,yu,yü³,yeu,юй
宇航员,yu hang yuan,yü³ hang² yüan²,yeu harng yuan,юй хан юань
雨衣,yu yi,yü³ i¹,yeu i,юй и
预约,yu yue,yü⁴ yüeh¹,yuh iue,юй юэ
元素,yuan su,yüan² su⁴,yuan suh,юань су
园,yuan,yüan²,yuan,юань
园地,yuan di,yüan² ti⁴,yuan dih,юань ди
原,yuan,yüan²,yuan,юань
原告,yuan gao,yüan² kao⁴,yuan gaw,юань гао
原谅,yuan liang,yüan² liang⁴,yuan lianq,юань лян
圆珠笔,yuan zhu bi,yüan² chu¹ pi³,yuan ju bii,юань чжу би
援助,yuan zhu,yüan² chu⁴,yuan juh,юань чжу
缘故,yuan gu,yüan² ku⁴,yuan guh,юань гу
远方,yuan fang,yüan³ fang¹,yeuan fang,юань фан
远离,yuan li,yüan³ li²,yeuan li,юань ли
远远,yuan yuan,yüan³ yüan³,yeuan yeuan,юань юань
约定,yue ding,yüeh¹ ting⁴,iue dinq,юэ дин
乐曲,le qu,yüeh⁴ ch'ü³,yueh cheu,лэ цюй
晕,yun,yün¹,iun,юнь
允许,yun xu,yün³ hsü³,yeun sheu,юнь сюй
运作,yun zuo,yün⁴ tso⁴,yunn tzuoh,юнь цзо
晕车,yun che,yün⁴ ch'e¹,yunn che,юнь чэ
杂,za,tsa²,tzar,цза
再生,zai sheng,tsai⁴ sheng¹,tzay sheng,цзай шэн
再说,zai shuo,tsai⁴ shuo¹,tzay shuo,цзай шо
遭到,zao dao,tsao¹ tao⁴,tzau daw,цзао дао
遭受,zao shou,tsao¹ shou⁴,tzau show,цзао шоу
遭遇,zao yu,tsao¹ yü⁴,tzau yuh,цзао юй
早晚,zao wan,tsao³ wan³,tzao woan,цзао вань
增进,zeng jin,tseng¹ chin⁴,tzeng jinn,цзэн цзинь
增值,zeng zhi,tseng¹ chih²,tzeng jyr,цзэн чжи
扎,zha,cha¹,ja,чжа
扎实,zha shi,cha¹ shi,ja shi,чжа ши
炸,zha,cha⁴,jah,чжа
炸弹,zha dan,cha⁴ tan⁴,jah dann,чжа дань
炸药,zha yao,cha⁴ yao⁴,jah yaw,чжа яо
债,zhai,chai⁴,jay,чжай
占据,zhan ju,chan⁴ chü⁴,jann jiuh,чжань цзюй
战场,zhan chang,chan⁴ ch'ang³,jann chaang,чжань чан
战术,zhan zhu,chan⁴ shu⁴,jann shuh,чжань чжу
战友,zhan you,chan⁴ yu³,jann yeou,чжань ю
站台,zhan tai,chan⁴ t'ai²,jann tair,чжань тай
章,zhang,chang¹,jang,чжан
长,chang,chang³,jaang,чан
掌声,zhang sheng,chang³ sheng¹,jaang sheng,чжан шэн
账,zhang,chang⁴,janq,чжан
账户,zhang hu,chang⁴ hu⁴,janq huh,чжан ху
