Pinyin,Wade-Giles,Romatzyh
уоеици,уоеитзу,уоеыцыы
уоеихе,уоеихо,уоеыхер
уоеныу,уоеныу,уоеныу
уоопу,уоопу,уоохпух
уоуыун,уоуыун,уыун
уоубиан,уоупиен,уоубиан
уоугуан,уоукуан,уоугуан
уоуxиао,уоухсиао,уоушиауо
уоудао,уоутао,уоуудао
уоупин,уоупин,уоухпиин
уоу,уоу,уоух
xибаныаыу,хсипаныаыу,шибаныаыеу
xиду,хситу,шидуоу
xишенг,хсишенг,шишенг
xиыифен,хсиифен,шииифеен
xику,хсичу,шихчеу
xибао,хсипао,шихбау
xиюн,хсичун,шихйиун
xианфенг,хсиенфенг,шианфенг
xиан,хсиен,шыан
xианчу,хсиенчу,шеанчу
xиан,хсиен,шеан
xианлу,хсиенлу,шианнлух
xианру,хсиеню,шианнрух
xиангшенг,хсиангшенг,шеангшенг
xиаохао,хсиаохао,шиаухауо
xиаомие,хсиаомиех,шиаумиех
xиаофеи,хсиаофеи,шеауфеы
xиаомаи,хсиаомаи,шеаумаы
xиаоыу,хсиаоыу,шеауыу
xиаолиан,хсиаолиен,шиауолеан
xиаоронг,хсиаоюнг,шиауоронг
xиаошенг,хсиаошенг,шиауошенг
xиехуи,хсиеххуи,шыехуеы
xиешанг,хсиехшанг,шыешанг
xиетиао,хсиехтиао,шыетыау
xиежу,хсиехчу,шыеюх
xиезилоу,хсиехтзулоу,шиеетзыхлоу
xиезитаи,хсиехтзутаи,шиеетзыхтаир
xинлинг,хсинлинг,шинлинг
xиныуан,хсиныуан,шиныуанн
xинзанг,хсинцанг,шинтзанк
xинзангбинг,хсинцангпинг,шинтзанкбинк
xинрен,хсинйен,шинрен
xинxинг,хсинхсинг,шиншинг
xиныанг,хсиныанг,шинныеанг
xиныонг,хсиныунг,шинныонк
xингуоанг,хсингуоанг,шингуоанк
xингченг,хсингченг,шынгчернг
xинг,хсинг,шынг
xионг,хсиунг,шионг
xионгшоу,хсиунгшоу,шионгшооу
xиуче,хсиуче,шиоуче
xиужен,хсиучен,шиоуойен
xуан,хсуан,шыуан
xуанжуан,хсуанчуан,шыуанйоан
xуанба,хсуанпа,шеуанбар
xуаню,хсуанчу,шеуанйеу
xуехуи,хсуеххуи,шыуехуеы
xуеыуан,хсуехыуан,шыуеыуан
xуегуан,хсуехкуан,шиуехгоан
xуеые,хсуехыех,шиуехыех
xунхуан,хсунхуан,шыунхуоан
ыапо,ыапо,иапох
ыанхуа,ыанхуа,ианхуа
ыан,ыан,ыан
ыанхаи,ыанхаи,ыанхае
ыанже,ыанже,ыанже
ыанфа,ыанфа,ыанфа
ыанкан,ыанкан,ыеанканн
ыанзоу,ыанцоу,ыеантзоуо
ыанхуи,ыанхуи,ыаннхуеы
ыанг,ыанг,ыанг
ыанг,ыанг,ыеанг
ыанглао,ыанглао,ыеанглао
ыангки,ыангчи,ыеангчих
ыанг,ыанг,ыанк
ыаопин,ыаопин,ыауопиин
ыаобуран,ыаопуян,ыауобухран
ыаохао,ыаохао,ыауохао
ыаоме,ыаоме,ыауоме
ыаосу,ыаосу,ыауосух
ые,ыех,ыее
ыешенг,ыехшенг,ыеешенг
ыиыао,иыао,иыауо
ыици,итзу,ицых
ыилаи,илаи,илаы
ыики,ичи,ыичих
ыиши,иших,ыишых
ыихан,ихан,ыиханн
ыифан,ифан,ыихфан
ыиши,иших,ыихшыр
ыирен,ийен,ыихрен
ыити,ити,ыихтыи
ыичанг,ичанг,ыихчарнг
ыиxиангбудао,ихсиангпутао,ыихшеангбухдауо
ыиыуан,иыуан,ыихыуанн
ыин,ыин,ин
ыинсу,ыинсу,инсух
ыинмоу,ыинмоу,инмоу
ыиныинг,ыиныинг,иныиинг
ыинлианг,ыинлианг,инлианк
ыинxианг,ыинхсианг,иншианк
ыинцанг,ыинцанг,ыиинцарнг
ыинси,ыинссу,ыиинсы
ыин,ыин,ыинн
ыингxионг,ыингхсиунг,ингшыонг
ыинглаи,ыинглаи,ынглаи
ыингми,ыингми,ыиингми
ыингxинг,ыингхсинг,ыиингшинг
ыингдуи,ыингтуи,ыинкдуеы
ыингйи,ыингчи,ыинкйыи
ыонгдежао,ыунгдечао,ыонкдеяур
ыонгфа,ыунгфа,ыонкфаа
ыонгпин,ыунгпин,ыонкпиин
ыонгxин,ыунгхсин,ыонкшин
ыоужи,ыучих,иоуйых
ыоурен,ыуйен,ыоурен
ыоууоан,ыууоан,ыоууоан
ыоуxийи,ыухсичи,ыоушихйи
ыоуxинг,ыухсинг,ыоушынг
ыоугуан,ыукуан,ыеоугуан
ыоумеиыоу,ыумеиыу,ыеоумеиыеоу
ыоуши,ыуших,ыеоушых
ыу,ыу,ыу
ыуле,ыуле,ыулех
ыукуаи,ыукуаи,ыукуаы
ыу,ыу,ыеу
ыухангыуан,ыухангыуан,ыеухарнгыуан
ыуыи,ыуи,ыеуи
ыуыуе,ыуыуех,ыухиуе
ыуансу,ыуансу,ыуансух
ыуан,ыуан,ыуан
ыуанди,ыуанти,ыуандих
ыуан,ыуан,ыуан
ыуангао,ыуанкао,ыуангауо
ыуанлианг,ыуанлианг,ыуанлианк
ыуанжуби,ыуанчупи,ыуанюбии
ыуанжу,ыуанчу,ыуанюх
ыуангу,ыуанку,ыуангух
ыуанфанг,ыуанфанг,ыеуанфанг
ыуанли,ыуанли,ыеуанли
ыуаныуан,ыуаныуан,ыеуаныеуан
ыуединг,ыуехтинг,иуединк
ыуеку,ыуехчу,ыуехчеу
ыун,ыун,иун
ыунxу,ыунхсу,ыеуншеу
ыунзуо,ыунцо,ыуннтзуох
ыунче,ыунче,ыуннче
за,ца,тзар
заишенг,цаишенг,тзаышенг
заишуо,цаишуо,тзаышуо
заодао,цаотао,тзаудауо
заошоу,цаошоу,тзаушоуо
заоыу,цаоыу,тзауыух
заоуоан,цаоуоан,тзаоуооан
зенгйин,ценгчин,тзенгйинн
зенгжи,ценгчих,тзенгйыр
жа,ча,я
жаши,чаши,яши
жа,ча,ях
жадан,чатан,яхданн
жаыао,чаыао,яхыауо
жаи,чаи,яы
жаню,чанчу,яннйиух
жанчанг,чанчанг,яннчаанг
жаншу,чаншу,янншух
жаныоу,чаныу,янныеоу
жантаи,чантаи,яннтаир
жанг,чанг,янг
жанг,чанг,яанг
жангшенг,чангшенг,яангшенг
жанг,чанг,янк
жангху,чангху,янкхух
жанг,чанг,яанг
жанг’аи,чангаи,янкаы
жао,чао,яу
жаопин,чаопин,яупинн
жаоыанг,чаоыанг,яуоыанк
жаоыао,чаоыао,яуоыауо
жеxуе,чехсуех,йершыуе
жейиушишуо,чечиушихшуо,йехйиоуошыхшуо
жен,чен,йенн
женгдуо,ченгто,йенгдуоо
женгдун,ченгтун,йеенгдуенн
женгжи,ченгчих,йеенгйых
женгданг,ченгтанг,йенкданг
женгце,ченгце,йенкцех
женгданг,ченгтанг,йенкдаанг
женгкуан,ченгчуан,йенкчыуан
женгжуанг,ченгчуанг,йенкюанк
жилеи,чихлеи,йылеы
жиченг,чихченг,йыченг
жиыуан,чихыуан,йыыуан
жи,чих,йы
жиминг,чихминг,йыминг
жи,чих,йы
жишенгйи,чихшенгчи,йыршенгйи
жизе,чихце,йыртзер
жи,чих,йыы
жиде,чихте,йыыдер
жигу,чихку,йыыгух
жигуан,чихкуан,йыыгоан
жидинг,чихтинг,йыыдинк
жишу,чихшу,йыышух
житоу,чихтоу,йыытоу
жиже,жиже,жиже
жиыу,чихыу,йыхыу
жибинг,чихпинг,йыхбинк
жихуи,чиххуи,йыххуеы
жонгденг,чунгтенг,йонгдеенг
жонгхуа,чунгхуа,йонгхуоа
жонгки,чунгчи,йонгчи
жонгуоаи,чунгуоаи,йонгуоаы
жонгxин,чунгхсин,йонгшин
жонгтоу,чунгтоу,йонгтоур
