Chinese,Pinyin,Wade-Giles,Romatzyh,Palladiy
吞,тун,тун ,туен,тунь
托,туо,то ,туо,то
拖,туо,то ,туо,то
拖鞋,туо xие,то  хсиех ,туо шые,то се
挖,воа,воа ,уа,ва
娃娃,воа воа,воа  воа,воа воа,ва ва
外币,воаи би,воаи  пи ,воаы бих,вай би
外部,воаи бу,воаи  пу ,воаы бух,вай бу
外出,воаи чу,воаи  чу ,воаы чу,вай чу
外观,воаи гуан,воаи  куан ,воаы гуан,вай гуань
外科,воаи ке,воаи  ко ,воаы ке,вай кэ
外来,воаи лаи,воаи  лаи ,воаы лаи,вай лай
外头,воаи тоу,воаи  тоу,воаы тоу,вай тоу
外衣,воаи ыи,воаи  и ,воаы и,вай и
外资,воаи зи,воаи  тзу ,воаы тзы,вай цзы
弯曲,воан ку,воан  чу ,уан чиу,вань цюй
顽皮,воан пи,воан  пи ,воан пыи,вань пи
顽强,воан кианг,воан  чианг ,воан чыанг,вань цян
王后,воанг хоу,воанг  хоу ,воанг хово,ван хоу
王子,воанг зи,воанг  тзу ,воанг тзыы,ван цзы
网吧,воанг ба,воанг  па ,вооанг ба,ван ба
网页,воанг ые,воанг  ыех ,вооанг ыех,ван е
往后,воанг хоу,воанг  хоу ,вооанг хово,ван хоу
往来,воанг лаи,воанг  лаи ,вооанг лаи,ван лай
往年,воанг ниан,воанг  ниен ,вооанг ниан,ван нянь
望见,воанг йиан,воанг  чиен ,воанк йианн,ван цзянь
危机,воеи йи,воеи  чи ,уеи йи,вэй цзи
威胁,воеи xие,воеи  хсиех ,уеи шые,вэй се
微波炉,воеи бо лу,воеи  по  лу ,уеи бо лу,вэй бо лу
维生素,воеи шенг су,воеи  шенг  су ,воеи шенг сух,вэй шэн су
为此,воеи ци,воеи  тзу ,воеы цыы,вэй цы
为何,воеи хе,воеи  хо ,воеы хер,вэй хэ
文娱,воен ыу,воен  ыу ,воен ыу,вэнь юй
卧铺,воо пу,воо  пу ,воох пух,во пу
乌云,воу ыун,воу  ыун ,у ыун,у юнь
无边,воу биан,воу  пиен ,воу биан,у бянь
无关,воу гуан,воу  куан ,воу гуан,у гуань
无效,воу xиао,воу  хсиао ,воу шиаво,у сяо
舞蹈,воу дао,воу  тао ,воуу дао,у дао
物品,воу пин,воу  пин ,воух пиин,у пинь
误,воу,воу ,воух,у
西班牙语,xи бан ыа ыу,хси  пан  ыа  ыу ,ши бан ыа ыеу,си бань я юй
吸毒,xи ду,хси  ту ,ши двоу,си ду
牺牲,xи шенг,хси  шенг ,ши шенг,си шэн
洗衣粉,xи ыи фен,хси  и  фен ,шии и феен,си и фэнь
戏曲,xи ку,хси  чу ,ших чеу,си цюй
细胞,xи бао,хси  пао ,ших бау,си бао
细菌,xи юн,хси  чун ,ших йиун,си цзюнь
先锋,xиан фенг,хсиен  фенг ,шиан фенг,сянь фэн
嫌,xиан,хсиен ,шыан,сянь
显出,xиан чу,хсиен  чу ,шеан чу,сянь чу
险,xиан,хсиен ,шеан,сянь
线路,xиан лу,хсиен  лу ,шианн лух,сянь лу
陷入,xиан ру,хсиен  ю ,шианн рух,сянь жу
响声,xианг шенг,хсианг  шенг ,шеанг шенг,сян шэн
消耗,xиао хао,хсиао  хао ,шиау хаво,сяо хао
消灭,xиао мие,хсиао  миех ,шиау миех,сяо ме
小费,xиао феи,хсиао  феи ,шеау феы,сяо фэй
小麦,xиао маи,хсиао  маи ,шеау маы,сяо май
小于,xиао ыу,хсиао  ыу ,шеау ыу,сяо юй
笑脸,xиао лиан,хсиао  лиен ,шиаво леан,сяо лянь
笑容,xиао ронг,хсиао  юнг ,шиаво ронг,сяо жун
笑声,xиао шенг,хсиао  шенг ,шиаво шенг,сяо шэн
协会,xие хуи,хсиех  хуи ,шые хуеы,се хуэй
协商,xие шанг,хсиех  шанг ,шые шанг,се шан
协调,xие диао,хсиех  тиао ,шые тыау,се дяо
协助,xие жу,хсиех  чу ,шые юх,се чжу
写字楼,xие зи лоу,хсиех  тзу  лоу ,шиее тзых лоу,се цзы лоу
写字台,xие зи таи,хсиех  тзу  таи ,шиее тзых таир,се цзы тай
心灵,xин линг,хсин  линг ,шин линг,синь лин
心愿,xин ыуан,хсин  ыуан ,шин ыуанн,синь юань
心脏,xин занг,хсин  цанг ,шин тзанк,синь цзан
心脏病,xин занг бинг,хсин  цанг  пинг ,шин тзанк бинк,синь цзан бин
新人,xин рен,хсин  йен ,шин рен,синь жэнь
新兴,xин xинг,хсин  хсинг ,шин шинг,синь син
信仰,xин ыанг,хсин  ыанг ,шинн ыеанг,синь ян
信用,xин ыонг,хсин  ыунг ,шинн ыонк,синь юн
兴旺,xинг воанг,хсинг  воанг ,шинг воанк,син ван
行程,xинг ченг,хсинг  ченг ,шынг чернг,син чэн
形,xинг,хсинг ,шынг,син
凶,xионг,хсиунг ,шионг,сюн
凶手,xионг шоу,хсиунг  шоу ,шионг шооу,сюн шоу
修车,xиу че,хсиу  че ,шиоу че,сю чэ
袖珍,xиу жен,хсиу  чен ,шиово йен,сю чжэнь
悬,xуан,хсуан ,шыуан,сюань
旋转,xуан жуан,хсуан  чуан ,шыуан йоан,сюань чжуань
选拔,xуан ба,хсуан  па ,шеуан бар,сюань ба
选举,xуан ю,хсуан  чу ,шеуан йеу,сюань цзюй
学会,xуе хуи,хсуех  хуи ,шыуе хуеы,сюэ хуэй
学员,xуе ыуан,хсуех  ыуан ,шыуе ыуан,сюэ юань
血管,xие гуан,хсуех  куан ,шиуех гоан,се гуань
血液,xие ые,хсуех  ыех ,шиуех ыех,се е
循环,xун хуан,хсун  хуан ,шыун хвоан,сюнь хуань
压迫,ыа по,ыа  по ,иа пох,я по
烟花,ыан хуа,ыан  хуа ,иан хуа,янь хуа
沿,ыан,ыан ,ыан,янь
沿海,ыан хаи,ыан  хаи ,ыан хае,янь хай
沿着,ыан жао,ыан  же,ыан же,янь чжао
研发,ыан фа,ыан  фа ,ыан фа,янь фа
眼看,ыан кан,ыан  кан ,ыеан канн,янь кань
演奏,ыан зоу,ыан  цоу ,ыеан тзово,янь цзоу
宴会,ыан хуи,ыан  хуи ,ыанн хуеы,янь хуэй
洋,ыанг,ыанг ,ыанг,ян
仰,ыанг,ыанг ,ыеанг,ян
养老,ыанг лао,ыанг  лао ,ыеанг лао,ян лао
氧气,ыанг ки,ыанг  чи ,ыеанг чих,ян ци
样,ыанг,ыанг ,ыанк,ян
药品,ыао пин,ыао  пин ,ыаво пиин,яо пинь
要不然,ыао бу ран,ыао  пу  ян ,ыаво бух ран,яо бу жань
要好,ыао хао,ыао  хао ,ыаво хао,яо хао
要么,ыао ыао,ыао  ме,ыаво ме,яо яо
要素,ыао су,ыао  су ,ыаво сух,яо су
野,ые,ыех ,ыее,е
野生,ые шенг,ыех  шенг ,ыее шенг,е шэн
医药,ыи ыао,и  ыао ,и ыаво,и яо
依次,ыи ци,и  тзу ,и цых,и цы
依赖,ыи лаи,и  лаи ,и лаы,и лай
仪器,ыи ки,и  чи ,ыи чих,и ци
仪式,ыи ши,и  ших ,ыи шых,и ши
遗憾,ыи хан,и  хан ,ыи ханн,и хань
一番,ыи фан,и  фан ,ыих фан,и фань
一时,ыи ши,и  ших ,ыих шыр,и ши
艺人,ыи рен,и  йен ,ыих рен,и жэнь
议题,ыи ти,и  ти ,ыих тыи,и ти
异常,ыи чанг,и  чанг ,ыих чарнг,и чан
意想不到,ыи xианг бу дао,и  хсианг  пу  тао ,ыих шеанг бух даво,и сян бу дао
意愿,ыи ыуан,и  ыуан ,ыих ыуанн,и юань
因,ыин,ыин ,ин,инь
因素,ыин су,ыин  су ,ин сух,инь су
阴谋,ыин моу,ыин  моу ,ин моу,инь моу
阴影,ыин ыинг,ыин  ыинг ,ин ыиинг,инь ин
音量,ыин лианг,ыин  лианг ,ин лианк,инь лян
音像,ыин xианг,ыин  хсианг ,ин шианк,инь сян
隐藏,ыин цанг,ыин  цанг ,ыиин царнг,инь цан
隐私,ыин си,ыин  ссу ,ыиин сы,инь сы
印,ыин,ыин ,ыинн,инь
英雄,ыинг xионг,ыинг  хсиунг ,инг шыонг,ин сюн
迎来,ыинг лаи,ыинг  лаи ,ынг лаи,ин лай
影迷,ыинг ми,ыинг  ми ,ыиинг ми,ин ми
影星,ыинг xинг,ыинг  хсинг ,ыиинг шинг,ин син
应对,ыинг дуи,ыинг  туи ,ыинк дуеы,ин дуй
应急,ыинг йи,ыинг  чи ,ыинк йыи,ин цзи
用得着,ыонг де жао,ыунг  де чао ,ыонк де яур,юн дэ чжао
用法,ыонг фа,ыунг  фа ,ыонк фаа,юн фа
用品,ыонг пин,ыунг  пин ,ыонк пиин,юн пинь
用心,ыонг xин,ыунг  хсин ,ыонк шин,юн синь
优质,ыоу жи,ыу  чих ,иоу йых,ю чжи
游人,ыоу рен,ыу  йен ,ыоу рен,ю жэнь
游玩,ыоу воан,ыу  воан ,ыоу воан,ю вань
游戏机,ыоу xи йи,ыу  хси  чи ,ыоу ших йи,ю си цзи
游行,ыоу xинг,ыу  хсинг ,ыоу шынг,ю син
有关,ыоу гуан,ыу  куан ,ыеоу гуан,ю гуань
有没有,ыоу меи ыоу,ыу  меи  ыу ,ыеоу меи ыеоу,ю мэй ю
有事,ыоу ши,ыу  ших ,ыеоу шых,ю ши
于,ыу,ыу ,ыу,юй
娱乐,ыу ле,ыу  ле ,ыу лех,юй лэ
愉快,ыу куаи,ыу  куаи ,ыу куаы,юй куай
与,ыу,ыу ,ыеу,юй
宇航员,ыу ханг ыуан,ыу  ханг  ыуан ,ыеу харнг ыуан,юй хан юань
雨衣,ыу ыи,ыу  и ,ыеу и,юй и
预约,ыу ыуе,ыу  ыуех ,ыух иуе,юй юэ
元素,ыуан су,ыуан  су ,ыуан сух,юань су
园,ыуан,ыуан ,ыуан,юань
园地,ыуан ди,ыуан  ти ,ыуан дих,юань ди
原,ыуан,ыуан ,ыуан,юань
原告,ыуан гао,ыуан  као ,ыуан гаво,юань гао
原谅,ыуан лианг,ыуан  лианг ,ыуан лианк,юань лян
圆珠笔,ыуан жу би,ыуан  чу  пи ,ыуан ю бии,юань чжу би
援助,ыуан жу,ыуан  чу ,ыуан юх,юань чжу
缘故,ыуан гу,ыуан  ку ,ыуан гух,юань гу
远方,ыуан фанг,ыуан  фанг ,ыеуан фанг,юань фан
远离,ыуан ли,ыуан  ли ,ыеуан ли,юань ли
远远,ыуан ыуан,ыуан  ыуан ,ыеуан ыеуан,юань юань
约定,ыуе динг,ыуех  тинг ,иуе динк,юэ дин
乐曲,ле ку,ыуех  чу ,ыуех чеу,лэ цюй
晕,ыун,ыун ,иун,юнь
允许,ыун xу,ыун  хсу ,ыеун шеу,юнь сюй
运作,ыун зуо,ыун  цо ,ыунн тзуох,юнь цзо
晕车,ыун че,ыун  че ,ыунн че,юнь чэ
杂,за,ца ,тзар,цза
再生,заи шенг,цаи  шенг ,тзаы шенг,цзай шэн
再说,заи шуо,цаи  шуо ,тзаы шуо,цзай шо
遭到,зао дао,цао  тао ,тзау даво,цзао дао
遭受,зао шоу,цао  шоу ,тзау шово,цзао шоу
遭遇,зао ыу,цао  ыу ,тзау ыух,цзао юй
早晚,зао воан,цао  воан ,тзао вооан,цзао вань
增进,зенг йин,ценг  чин ,тзенг йинн,цзэн цзинь
增值,зенг жи,ценг  чих ,тзенг йыр,цзэн чжи
扎,жа,ча ,я,чжа
扎实,жа ши,ча  ши,я ши,чжа ши
炸,жа,ча ,ях,чжа
炸弹,жа дан,ча  тан ,ях данн,чжа дань
炸药,жа ыао,ча  ыао ,ях ыаво,чжа яо
债,жаи,чаи ,яы,чжай
占据,жан ю,чан  чу ,янн йиух,чжань цзюй
战场,жан чанг,чан  чанг ,янн чаанг,чжань чан
战术,жан жу,чан  шу ,янн шух,чжань чжу
战友,жан ыоу,чан  ыу ,янн ыеоу,чжань ю
站台,жан таи,чан  таи ,янн таир,чжань тай
章,жанг,чанг ,янг,чжан
长,чанг,чанг ,яанг,чан
